,stream_date,value
490,2023-04-15,1.0
491,2023-04-15,0.5
492,2023-04-15,0.5
493,2023-04-15,-0.5
494,2023-04-15,0.25
495,2023-04-15,0.3333333333333333
496,2023-04-15,0.0
497,2023-04-15,1.0
498,2023-04-15,0.0
499,2023-04-15,0.0
500,2023-04-15,1.0
501,2023-04-15,1.0
502,2023-04-15,-1.0
503,2023-04-15,0.0
504,2023-04-15,1.0
505,2023-04-15,0.0
506,2023-04-15,0.0
507,2023-04-15,0.4
508,2023-04-15,0.0
509,2023-04-15,0.6666666666666666
510,2023-04-15,0.2857142857142857
511,2023-04-15,0.0
512,2023-04-15,0.0
513,2023-04-15,0.4
514,2023-04-15,0.0
515,2023-04-15,0.4444444444444444
516,2023-04-15,0.25
517,2023-04-15,-0.5
518,2023-04-15,0.5
519,2023-04-15,0.0
520,2023-04-15,0.0
521,2023-04-15,0.16666666666666666
522,2023-04-15,0.2
523,2023-04-15,0.23076923076923078
524,2023-04-15,0.0
525,2023-04-15,0.25
526,2023-04-15,0.3333333333333333
527,2023-04-15,0.0
528,2023-04-15,-0.25
529,2023-04-15,0.16666666666666666
530,2023-04-15,1.0
531,2023-04-15,-0.5
532,2023-04-15,0.4444444444444444
533,2023-04-15,-0.3333333333333333
534,2023-04-15,0.0
535,2023-04-15,0.5
536,2023-04-15,0.0
537,2023-04-15,0.5
538,2023-04-15,-1.0
539,2023-04-15,-1.0
540,2023-04-15,0.3333333333333333
541,2023-04-15,0.6666666666666666
542,2023-04-15,-1.0
543,2023-04-15,0.0
544,2023-04-15,0.0
545,2023-04-15,0.0
546,2023-04-15,0.0
547,2023-04-15,0.0
548,2023-04-15,0.375
549,2023-04-15,-0.25
550,2023-04-15,0.0
551,2023-04-15,0.0
552,2023-04-15,0.0
553,2023-04-15,0.3333333333333333
554,2023-04-15,1.0
555,2023-04-15,0.0
556,2023-04-15,0.0
557,2023-04-15,0.5
558,2023-04-15,0.0
559,2023-04-15,0.3333333333333333
560,2023-04-15,0.0
561,2023-04-15,0.0
562,2023-04-15,0.0
563,2023-04-15,0.3333333333333333
564,2023-04-15,0.0
565,2023-04-15,0.0
566,2023-04-15,-0.5
567,2023-04-15,0.0
568,2023-04-15,-0.3333333333333333
569,2023-04-15,0.0
570,2023-04-15,-0.5
571,2023-04-15,-0.16666666666666666
572,2023-04-15,0.0
573,2023-04-15,-0.16666666666666666
574,2023-04-15,0.0
575,2023-04-15,0.3333333333333333
576,2023-04-15,0.25
577,2023-04-15,0.0
578,2023-04-15,0.5
579,2023-04-15,0.4
580,2023-04-15,0.0
581,2023-04-15,0.5
582,2023-04-15,0.0
583,2023-04-15,0.0
584,2023-04-15,1.0
585,2023-04-15,1.0
586,2023-04-15,0.8
587,2023-04-15,1.0
588,2023-04-15,0.0
589,2023-04-15,0.0
590,2023-04-15,0.5
591,2023-04-15,0.0
592,2023-04-15,-1.0
593,2023-04-15,0.5
594,2023-04-15,1.0
595,2023-04-15,0.3333333333333333
596,2023-04-15,0.25
597,2023-04-15,0.3333333333333333
598,2023-04-15,0.5
599,2023-04-15,-0.3333333333333333
600,2023-04-15,0.0
601,2023-04-15,0.5
602,2023-04-15,1.0
603,2023-04-15,0.0
604,2023-04-15,0.0
605,2023-04-15,0.0
606,2023-04-15,0.25
607,2023-04-15,0.5
608,2023-04-15,-1.0
609,2023-04-15,-0.5
610,2023-04-15,-1.0
611,2023-04-15,0.0
612,2023-04-15,1.0
613,2023-04-15,0.5
614,2023-04-15,-0.6666666666666666
615,2023-04-15,0.5
616,2023-04-15,1.0
617,2023-04-15,0.0
618,2023-04-15,0.0
619,2023-04-15,0.0
620,2023-04-15,0.0
621,2023-04-15,0.3333333333333333
622,2023-04-15,1.0
623,2023-04-15,0.5
624,2023-04-15,1.0
625,2023-04-15,0.5
626,2023-04-15,0.0
627,2023-04-15,0.0
628,2023-04-15,0.5
629,2023-04-15,0.0
630,2023-04-15,0.0
631,2023-04-15,0.0
632,2023-04-15,0.0
633,2023-04-15,0.0
634,2023-04-15,1.0
635,2023-04-15,0.0
636,2023-04-15,0.0
637,2023-04-15,0.0
638,2023-04-15,0.0
639,2023-04-15,0.0
640,2023-04-15,0.2
641,2023-04-15,1.0
642,2023-04-15,1.0
643,2023-04-15,1.0
644,2023-04-15,0.0
645,2023-04-15,0.5
646,2023-04-15,0.3333333333333333
647,2023-04-15,-0.3333333333333333
648,2023-04-15,0.5
649,2023-04-15,0.6
650,2023-04-15,1.0
651,2023-04-15,0.8
652,2023-04-15,0.4
653,2023-04-15,0.5
654,2023-04-15,0.4
655,2023-04-15,0.6666666666666666
656,2023-04-15,0.7272727272727273
657,2023-04-15,0.3
658,2023-04-15,0.0
659,2023-04-15,0.625
660,2023-04-15,0.8571428571428571
661,2023-04-15,0.2857142857142857
662,2023-04-15,0.375
663,2023-04-15,0.6
664,2023-04-15,0.5
665,2023-04-15,0.23076923076923078
666,2023-04-15,0.0
667,2023-04-15,0.2222222222222222
668,2023-04-15,0.5
669,2023-04-15,-0.3333333333333333
670,2023-04-15,0.45454545454545453
671,2023-04-15,0.5
672,2023-04-15,1.0
673,2023-04-15,0.0
674,2023-04-15,0.2857142857142857
675,2023-04-15,1.0
676,2023-04-15,0.0
677,2023-04-15,0.25
678,2023-04-15,0.0
679,2023-04-15,0.5
680,2023-04-15,-1.0
681,2023-04-15,1.0
682,2023-04-15,0.3333333333333333
683,2023-04-15,0.5
684,2023-04-15,0.5
685,2023-04-15,1.0
686,2023-04-15,0.0
687,2023-04-15,0.3333333333333333
688,2023-04-15,0.6666666666666666
689,2023-04-15,-1.0
690,2023-04-15,0.5
691,2023-04-15,0.3333333333333333
692,2023-04-15,-0.25
693,2023-04-15,0.0
694,2023-04-15,0.5
695,2023-04-15,0.0
696,2023-04-15,0.6666666666666666
697,2023-04-15,0.6666666666666666
698,2023-04-15,0.0
699,2023-04-15,0.0
700,2023-04-15,0.5
701,2023-04-15,0.375
702,2023-04-15,0.5
703,2023-04-15,0.6666666666666666
704,2023-04-15,0.5714285714285714
705,2023-04-15,0.0
706,2023-04-15,0.5
707,2023-04-15,1.0
708,2023-04-15,0.0
709,2023-04-15,0.8
710,2023-04-15,0.4
711,2023-04-15,-0.5
712,2023-04-15,0.3333333333333333
713,2023-04-15,0.2857142857142857
714,2023-04-15,-0.25
715,2023-04-15,-0.5
716,2023-04-15,0.0
717,2023-04-15,-1.0
718,2023-04-15,0.0
719,2023-04-15,-0.16666666666666666
720,2023-04-15,0.058823529411764705
721,2023-04-15,0.1
722,2023-04-15,0.25
723,2023-04-15,0.18181818181818182
724,2023-04-15,0.2857142857142857
725,2023-04-15,0.3333333333333333
726,2023-04-15,0.06666666666666667
727,2023-04-15,0.23076923076923078
728,2023-04-15,0.0
729,2023-04-15,0.07142857142857142
730,2023-04-15,0.0
731,2023-04-15,0.2222222222222222
732,2023-04-15,0.2727272727272727
733,2023-04-15,0.65
734,2023-04-15,0.0
735,2023-04-15,0.0
736,2023-04-15,0.5
737,2023-04-15,-0.125
738,2023-04-15,0.4
739,2023-04-15,0.14285714285714285
740,2023-04-15,-0.15384615384615385
741,2023-04-15,0.375
742,2023-04-15,-0.14285714285714285
743,2023-04-15,-0.38461538461538464
744,2023-04-15,-0.09090909090909091
745,2023-04-15,-0.5
746,2023-04-15,0.0
747,2023-04-15,-0.2777777777777778
748,2023-04-15,-0.3
749,2023-04-15,-0.75
750,2023-04-15,-0.45454545454545453
751,2023-04-15,-0.5714285714285714
752,2023-04-15,-0.6
753,2023-04-15,-0.14285714285714285
754,2023-04-15,-0.29411764705882354
755,2023-04-15,-0.5
756,2023-04-15,-0.6666666666666666
757,2023-04-15,0.625
758,2023-04-15,0.0
759,2023-04-15,0.5
760,2023-04-15,0.3333333333333333
761,2023-04-15,0.0
762,2023-04-15,0.6666666666666666
763,2023-04-15,0.4
764,2023-04-15,0.2
765,2023-04-15,-0.1
766,2023-04-15,1.0
767,2023-04-15,0.3
768,2023-04-15,-0.25
769,2023-04-15,0.0
770,2023-04-15,0.6666666666666666
771,2023-04-15,0.3333333333333333
772,2023-04-15,0.5
773,2023-04-15,0.4
774,2023-04-15,-0.3333333333333333
775,2023-04-15,0.1
776,2023-04-15,-0.14285714285714285
777,2023-04-15,0.2
778,2023-04-15,0.25
779,2023-04-15,0.0
780,2023-04-15,0.0
781,2023-04-15,-0.1111111111111111
782,2023-04-15,-0.6666666666666666
783,2023-04-15,0.3333333333333333
784,2023-04-15,-0.5
785,2023-04-15,0.0
786,2023-04-15,0.5
787,2023-04-15,-0.42857142857142855
788,2023-04-15,0.0
789,2023-04-15,0.0
790,2023-04-15,-0.14285714285714285
791,2023-04-15,0.0
792,2023-04-15,0.0
793,2023-04-15,1.0
794,2023-04-15,-0.14285714285714285
795,2023-04-15,0.0
796,2023-04-15,-0.3333333333333333
797,2023-04-15,0.0
798,2023-04-15,0.0
799,2023-04-15,0.0
800,2023-04-15,0.0
801,2023-04-15,0.0
802,2023-04-15,0.0
803,2023-04-15,0.0
804,2023-04-15,0.0
805,2023-04-15,0.0
806,2023-04-15,0.0
807,2023-04-15,-0.3333333333333333
808,2023-04-15,0.5
809,2023-04-15,0.3333333333333333
810,2023-04-15,0.0
811,2023-04-15,0.5
812,2023-04-15,-0.125
813,2023-04-15,0.5
814,2023-04-15,0.5
815,2023-04-15,0.0
816,2023-04-15,-0.25
817,2023-04-15,1.0
818,2023-04-15,0.0
819,2023-04-15,-1.0
820,2023-04-15,0.0
821,2023-04-15,-1.0
